组合码,国家,省州,市县,纬度,经度,人口数
"Washington, Vermont, US",US,Vermont,Washington,44.27343241,-72.61604978,58409
"Windham, Vermont, US",US,Vermont,Windham,42.986982,-72.71268875,42222
"Windsor, Vermont, US",US,Vermont,Windsor,43.58010937,-72.58595157,55062
"Accomack, Virginia, US",US,Virginia,Accomack,37.76707161,-75.63234615,32316
"Albemarle, Virginia, US",US,Virginia,Albemarle,38.02080697,-78.55481085,109330
"Alleghany, Virginia, US",US,Virginia,Alleghany,37.78636074,-80.00222498,14860
"Amelia, Virginia, US",US,Virginia,Amelia,37.34081025,-77.98584649,13145
"Amherst, Virginia, US",US,Virginia,Amherst,37.60308293,-79.14548696,31605
"Appomattox, Virginia, US",US,Virginia,Appomattox,37.37569884,-78.81340003,15911
"Arlington, Virginia, US",US,Virginia,Arlington,38.8767675,-77.10139853,236842
"Augusta, Virginia, US",US,Virginia,Augusta,38.16404586,-79.12461614,75558
"Bath, Virginia, US",US,Virginia,Bath,38.05852573,-79.73912095,4147
"Bedford, Virginia, US",US,Virginia,Bedford,37.3080028,-79.5281964,78997
"Bland, Virginia, US",US,Virginia,Bland,37.13128068,-81.13599391,6280
"Botetourt, Virginia, US",US,Virginia,Botetourt,37.55531756,-79.80982182,33419
"Brunswick, Virginia, US",US,Virginia,Brunswick,36.76366949,-77.8593436,16231
"Buchanan, Virginia, US",US,Virginia,Buchanan,37.26818323,-82.03749726,21004
"Buckingham, Virginia, US",US,Virginia,Buckingham,37.57242268,-78.52518834,17148
"Campbell, Virginia, US",US,Virginia,Campbell,37.20553386,-79.09678609,54885
"Caroline, Virginia, US",US,Virginia,Caroline,38.02679129,-77.34901405,30725
"Carroll, Virginia, US",US,Virginia,Carroll,36.73066666,-80.73455942,29791
"Charles City, Virginia, US",US,Virginia,Charles City,37.35358063,-77.05634116,6963
"Charlotte, Virginia, US",US,Virginia,Charlotte,37.01909701,-78.66314092,11880
"Chesterfield, Virginia, US",US,Virginia,Chesterfield,37.37373208,-77.5868014,352802
"Clarke, Virginia, US",US,Virginia,Clarke,39.11271747,-77.99199425,14619
"Craig, Virginia, US",US,Virginia,Craig,37.48133648,-80.21072274,5131
"Culpeper, Virginia, US",US,Virginia,Culpeper,38.48199985,-77.9563087,52605
"Cumberland, Virginia, US",US,Virginia,Cumberland,37.51328851,-78.24398086,9932
"Dickenson, Virginia, US",US,Virginia,Dickenson,37.12560977,-82.35124171,14318
"Dinwiddie, Virginia, US",US,Virginia,Dinwiddie,37.07544585,-77.63451754,28544
"Essex, Virginia, US",US,Virginia,Essex,37.93357639,-76.94230311,10953
"Fairfax, Virginia, US",US,Virginia,Fairfax,38.83677558,-77.27565836,1147532
"Fauquier, Virginia, US",US,Virginia,Fauquier,38.73564842,-77.80647472,71222
"Floyd, Virginia, US",US,Virginia,Floyd,36.9302126,-80.36738849,15749
"Fluvanna, Virginia, US",US,Virginia,Fluvanna,37.84157909,-78.27715475,27270
"Franklin, Virginia, US",US,Virginia,Franklin,36.99536167,-79.88023649,56042
"Frederick, Virginia, US",US,Virginia,Frederick,39.20172582,-78.25974949,89313
"Giles, Virginia, US",US,Virginia,Giles,37.31234791,-80.70636931,16720
"Gloucester, Virginia, US",US,Virginia,Gloucester,37.40809042,-76.53524337,37348
"Goochland, Virginia, US",US,Virginia,Goochland,37.71714806,-77.90381514,23753
"Grayson, Virginia, US",US,Virginia,Grayson,36.65677234,-81.23215889,15550
"Greene, Virginia, US",US,Virginia,Greene,38.29545894,-78.46525378,19819
"Greensville, Virginia, US",US,Virginia,Greensville,36.67878901,-77.56351439,11336
"Halifax, Virginia, US",US,Virginia,Halifax,36.76654925,-78.93512622,33911
"Hanover, Virginia, US",US,Virginia,Hanover,37.7583355,-77.49464673,107766
"Henrico, Virginia, US",US,Virginia,Henrico,37.53460572,-77.39326555,330818
"Henry, Virginia, US",US,Virginia,Henry,36.68542395,-79.87634026,50557
"Highland, Virginia, US",US,Virginia,Highland,38.35799465,-79.56124594,2190
"Isle of Wight, Virginia, US",US,Virginia,Isle of Wight,36.90579348,-76.70842863,37109
"James City, Virginia, US",US,Virginia,James City,37.31156958,-76.76950618,76523
"King and Queen, Virginia, US",US,Virginia,King and Queen,37.71044922,-76.88689628,7025
"King George, Virginia, US",US,Virginia,King George,38.26818502,-77.15852768,26836
"King William, Virginia, US",US,Virginia,King William,37.70965316,-77.09384941,17148
"Lancaster, Virginia, US",US,Virginia,Lancaster,37.71889653,-76.46400482,10603
"Lee, Virginia, US",US,Virginia,Lee,36.70586667,-83.12606515,23423
"Loudoun, Virginia, US",US,Virginia,Loudoun,39.08990083,-77.63481877,413538
"Louisa, Virginia, US",US,Virginia,Louisa,37.97850256,-77.96274807,37591
"Lunenburg, Virginia, US",US,Virginia,Lunenburg,36.94618528,-78.24133319,12196
"Madison, Virginia, US",US,Virginia,Madison,38.41531222,-78.28220331,13261
"Mathews, Virginia, US",US,Virginia,Mathews,37.44164146,-76.34098896,8834
"Mecklenburg, Virginia, US",US,Virginia,Mecklenburg,36.67882005,-78.36131056,30587
"Middlesex, Virginia, US",US,Virginia,Middlesex,37.63191998,-76.55064617,10582
"Montgomery, Virginia, US",US,Virginia,Montgomery,37.17746986,-80.37868691,98535
"Nelson, Virginia, US",US,Virginia,Nelson,37.78790447,-78.88498513,14930
"New Kent, Virginia, US",US,Virginia,New Kent,37.50694406,-76.99828634,23091
"Northampton, Virginia, US",US,Virginia,Northampton,37.34062933,-75.87751591,11710
"Northumberland, Virginia, US",US,Virginia,Northumberland,37.89202088,-76.41949732,12095
"Nottoway, Virginia, US",US,Virginia,Nottoway,37.1435975,-78.05065922,15232
"Orange, Virginia, US",US,Virginia,Orange,38.24530219,-78.015604,37051
"Page, Virginia, US",US,Virginia,Page,38.61807452,-78.48797204,23902
"Patrick, Virginia, US",US,Virginia,Patrick,36.6801638,-80.2865648,17608
"Pittsylvania, Virginia, US",US,Virginia,Pittsylvania,36.81980341,-79.39731264,60354
"Powhatan, Virginia, US",US,Virginia,Powhatan,37.55016038,-77.91267882,29652
"Prince Edward, Virginia, US",US,Virginia,Prince Edward,37.22554789,-78.43597949,22802
"Prince George, Virginia, US",US,Virginia,Prince George,37.18497668,-77.22922187,38353
"Prince William, Virginia, US",US,Virginia,Prince William,38.70916224,-77.48713689,470335
"Pulaski, Virginia, US",US,Virginia,Pulaski,37.06474963,-80.71229738,34027
"Rappahannock, Virginia, US",US,Virginia,Rappahannock,38.68295619,-78.15826963,7370
"Richmond, Virginia, US",US,Virginia,Richmond,37.937575,-76.72920628,9023
"Roanoke, Virginia, US",US,Virginia,Roanoke,37.26865804,-80.06396753,94186
"Rockbridge, Virginia, US",US,Virginia,Rockbridge,37.81204314,-79.44605905,22573
"Rockingham, Virginia, US",US,Virginia,Rockingham,38.51006137,-78.87260325,81948
"Russell, Virginia, US",US,Virginia,Russell,36.9302832,-82.10095486,26586
"Scott, Virginia, US",US,Virginia,Scott,36.71466456,-82.60171704,21566
"Shenandoah, Virginia, US",US,Virginia,Shenandoah,38.85905135,-78.56813762,43616
"Smyth, Virginia, US",US,Virginia,Smyth,36.84455636,-81.53344948,30104
"Southampton, Virginia, US",US,Virginia,Southampton,36.72231125,-77.10642712,17631
"Spotsylvania, Virginia, US",US,Virginia,Spotsylvania,38.18574462,-77.655399,136215
"Stafford, Virginia, US",US,Virginia,Stafford,38.41758738,-77.45917053,152882
"Surry, Virginia, US",US,Virginia,Surry,37.11781893,-76.88450012,6422
"Sussex, Virginia, US",US,Virginia,Sussex,36.92432914,-77.25791182,11159
"Tazewell, Virginia, US",US,Virginia,Tazewell,37.12191123,-81.56685568,40595
"Warren, Virginia, US",US,Virginia,Warren,38.90847745,-78.20280433,40164
"Washington, Virginia, US",US,Virginia,Washington,36.72341572,-81.95666289,53740
"Westmoreland, Virginia, US",US,Virginia,Westmoreland,38.11021557,-76.80213247,18015
"Wise, Virginia, US",US,Virginia,Wise,36.9746148,-82.62410519,37383
"Wythe, Virginia, US",US,Virginia,Wythe,36.91582035,-81.07834059,28684
"York, Virginia, US",US,Virginia,York,37.24374789,-76.54412815,68280
"Alexandria, Virginia, US",US,Virginia,Alexandria,38.814003,-77.08183073,159428
"Bristol, Virginia, US",US,Virginia,Bristol,36.6163024,-82.16359122,16762
"Buena Vista, Virginia, US",US,Virginia,Buena Vista,37.73484642,-79.35296097,6478
"Charlottesville, Virginia, US",US,Virginia,Charlottesville,38.03527919,-78.48569588,47266
"Chesapeake, Virginia, US",US,Virginia,Chesapeake,36.67670048,-76.30545744,244835
"Colonial Heights, Virginia, US",US,Virginia,Colonial Heights,37.26420587,-77.39609676,17370
"Covington, Virginia, US",US,Virginia,Covington,37.7824656,-79.98631446,5538
"Danville, Virginia, US",US,Virginia,Danville,36.58022376,-79.40395668,40044
"Emporia, Virginia, US",US,Virginia,Emporia,36.69455571,-77.53406129,5346
"Fairfax City, Virginia, US",US,Virginia,Fairfax City,38.85157547,-77.2977964,24019
"Falls Church, Virginia, US",US,Virginia,Falls Church,38.88485255,-77.17560759,14617
"Franklin City, Virginia, US",US,Virginia,Franklin City,36.6831435,-76.93859681,7967
"Fredericksburg, Virginia, US",US,Virginia,Fredericksburg,38.2977863,-77.4922454,29036
"Galax, Virginia, US",US,Virginia,Galax,36.66601852,-80.91703124,6347
"Hampton, Virginia, US",US,Virginia,Hampton,37.03513786,-76.35879121,134510
"Harrisonburg, Virginia, US",US,Virginia,Harrisonburg,38.43542574,-78.87536254,53016
"Hopewell, Virginia, US",US,Virginia,Hopewell,37.29186313,-77.29754684,22529
"Lexington, Virginia, US",US,Virginia,Lexington,37.78258621,-79.44262866,7446
"Lynchburg, Virginia, US",US,Virginia,Lynchburg,37.40021399,-79.19888138,82168
"Manassas, Virginia, US",US,Virginia,Manassas,38.7464321,-77.48509905,41085
"Manassas Park, Virginia, US",US,Virginia,Manassas Park,38.77058531,-77.44399307,17478
"Martinsville, Virginia, US",US,Virginia,Martinsville,36.68212094,-79.86352771,12554
"Newport News, Virginia, US",US,Virginia,Newport News,37.08166899,-76.51754109,179225
"Norfolk, Virginia, US",US,Virginia,Norfolk,36.89934014,-76.26420872,242742
"Norton, Virginia, US",US,Virginia,Norton,36.93357076,-82.62750411,3981
"Petersburg, Virginia, US",US,Virginia,Petersburg,37.20530399,-77.39368102,31346
"Poquoson, Virginia, US",US,Virginia,Poquoson,37.14259351,-76.35798148,12271
"Portsmouth, Virginia, US",US,Virginia,Portsmouth,36.85914825,-76.35971629,94398
"Radford, Virginia, US",US,Virginia,Radford,37.12222899,-80.5602732,18249
"Richmond City, Virginia, US",US,Virginia,Richmond City,37.53255773,-77.47966921,230436
"Roanoke City, Virginia, US",US,Virginia,Roanoke City,37.27791025,-79.96189766,99143
"Salem, Virginia, US",US,Virginia,Salem,37.2836193,-80.06219455,25301
"Staunton, Virginia, US",US,Virginia,Staunton,38.15965544,-79.05979937,24932
"Suffolk, Virginia, US",US,Virginia,Suffolk,36.70155394,-76.63603554,92108
"Virginia Beach, Virginia, US",US,Virginia,Virginia Beach,36.73285734,-76.04566934,449974
"Waynesboro, Virginia, US",US,Virginia,Waynesboro,38.06451466,-78.90293905,22630
"Williamsburg, Virginia, US",US,Virginia,Williamsburg,37.28131268,-76.70905141,14954
"Winchester, Virginia, US",US,Virginia,Winchester,39.17054517,-78.17325058,28078
"Adams, Washington, US",US,Washington,Adams,46.98299757,-118.5601734,19983
"Asotin, Washington, US",US,Washington,Asotin,46.18894415,-117.2022851,22582
"Benton, Washington, US",US,Washington,Benton,46.23946995,-119.5120834,204390
"Chelan, Washington, US",US,Washington,Chelan,47.87046092,-120.6173956,77200
"Clallam, Washington, US",US,Washington,Clallam,48.04754642,-123.9226319,77331
"Clark, Washington, US",US,Washington,Clark,45.77568046,-122.4829204,488241
"Columbia, Washington, US",US,Washington,Columbia,46.29442881,-117.9051983,3985
"Cowlitz, Washington, US",US,Washington,Cowlitz,46.19074721,-122.6782231,110593
"Douglas, Washington, US",US,Washington,Douglas,47.7361335,-119.692937,43429
"Ferry, Washington, US",US,Washington,Ferry,48.4711431,-118.5154041,7627
"Franklin, Washington, US",US,Washington,Franklin,46.53351425,-118.9018212,95222
"Garfield, Washington, US",US,Washington,Garfield,46.43197502,-117.5454032,2225
"Grant, Washington, US",US,Washington,Grant,47.20753737,-119.4500749,97733
"Grays Harbor, Washington, US",US,Washington,Grays Harbor,47.14003705,-123.7820567,75061
"Island, Washington, US",US,Washington,Island,48.14713305,-122.5216407,85141
"Jefferson, Washington, US",US,Washington,Jefferson,47.75003077,-123.5609704,32221
"King, Washington, US",US,Washington,King,47.49137892,-121.8346131,2252782
"Kitsap, Washington, US",US,Washington,Kitsap,47.63479026,-122.6436061,271473
"Kittitas, Washington, US",US,Washington,Kittitas,47.12521214,-120.679439,47935
"Klickitat, Washington, US",US,Washington,Klickitat,45.87325839,-120.7913598,22425
"Lewis, Washington, US",US,Washington,Lewis,46.57756476,-122.3925769,80707
"Lincoln, Washington, US",US,Washington,Lincoln,47.57705241,-118.4194388,10939
"Mason, Washington, US",US,Washington,Mason,47.35007586,-123.1863685,66768
"Okanogan, Washington, US",US,Washington,Okanogan,48.54855019,-119.7387224,42243
"Pacific, Washington, US",US,Washington,Pacific,46.55418369,-123.7285716,22471
"Pend Oreille, Washington, US",US,Washington,Pend Oreille,48.53234021,-117.2741804,13724
"Pierce, Washington, US",US,Washington,Pierce,47.03892768,-122.1405958,904980
"San Juan, Washington, US",US,Washington,San Juan,48.60182783,-122.96745,17582
"Skagit, Washington, US",US,Washington,Skagit,48.48171488,-121.766131,129205
"Skamania, Washington, US",US,Washington,Skamania,46.02408726,-121.9164403,12083
"Snohomish, Washington, US",US,Washington,Snohomish,48.04615983,-121.7170703,822083
"Spokane, Washington, US",US,Washington,Spokane,47.62113146,-117.4046494,522798
"Stevens, Washington, US",US,Washington,Stevens,48.40035475,-117.8542701,45723
"Thurston, Washington, US",US,Washington,Thurston,46.9291895,-122.8290656,290536
"Wahkiakum, Washington, US",US,Washington,Wahkiakum,46.2918004,-123.4250831,4488
"Walla Walla, Washington, US",US,Washington,Walla Walla,46.23040051,-118.4775539,60760
"Whatcom, Washington, US",US,Washington,Whatcom,48.82227976,-121.7490018,229247
"Whitman, Washington, US",US,Washington,Whitman,46.90022523,-117.5241763,50104
"Yakima, Washington, US",US,Washington,Yakima,46.45738486,-120.7380126,250873
"Barbour, West Virginia, US",US,West Virginia,Barbour,39.1307219,-80.00350858,16441
"Berkeley, West Virginia, US",US,West Virginia,Berkeley,39.46704621,-78.02414609,119171
"Boone, West Virginia, US",US,West Virginia,Boone,38.01974191,-81.69888019,21457
"Braxton, West Virginia, US",US,West Virginia,Braxton,38.70036159,-80.72011184,13957
"Brooke, West Virginia, US",US,West Virginia,Brooke,40.27367263,-80.57915332,21939
"Cabell, West Virginia, US",US,West Virginia,Cabell,38.42424062,-82.23855912,91945
"Calhoun, West Virginia, US",US,West Virginia,Calhoun,38.84315422,-81.11934872,7109
"Clay, West Virginia, US",US,West Virginia,Clay,38.46231092,-81.07652217,8508
"Doddridge, West Virginia, US",US,West Virginia,Doddridge,39.27057157,-80.70671527,8448
"Fayette, West Virginia, US",US,West Virginia,Fayette,38.02974928,-81.08286634,42406
"Gilmer, West Virginia, US",US,West Virginia,Gilmer,38.9251277,-80.85952723,7823
"Grant, West Virginia, US",US,West Virginia,Grant,39.10314817,-79.19440518,11568
"Greenbrier, West Virginia, US",US,West Virginia,Greenbrier,37.9463652,-80.45335881,34662
"Hampshire, West Virginia, US",US,West Virginia,Hampshire,39.32103553,-78.60826476,23175
"Hancock, West Virginia, US",US,West Virginia,Hancock,40.51943859,-80.57461608,28810
"Hardy, West Virginia, US",US,West Virginia,Hardy,39.00683177,-78.85855301,13776
"Harrison, West Virginia, US",US,West Virginia,Harrison,39.2853852,-80.37919577,67256
"Jackson, West Virginia, US",US,West Virginia,Jackson,38.84263974,-81.68148753,28576
"Jefferson, West Virginia, US",US,West Virginia,Jefferson,39.30776166,-77.86014147,57146
"Kanawha, West Virginia, US",US,West Virginia,Kanawha,38.33860077,-81.52857054,178124
"Lewis, West Virginia, US",US,West Virginia,Lewis,38.9947249,-80.49988181,15907
"Lincoln, West Virginia, US",US,West Virginia,Lincoln,38.172154,-82.07017953,20409
"Logan, West Virginia, US",US,West Virginia,Logan,37.8299889,-81.93528571,32019
"McDowell, West Virginia, US",US,West Virginia,McDowell,37.38002939,-81.65083669,17624
"Marion, West Virginia, US",US,West Virginia,Marion,39.50984542,-80.24244659,56072
"Marshall, West Virginia, US",US,West Virginia,Marshall,39.86064362,-80.66591062,30531
"Mason, West Virginia, US",US,West Virginia,Mason,38.77071799,-82.02524219,26516
"Mercer, West Virginia, US",US,West Virginia,Mercer,37.40481169,-81.11023142,58758
"Mineral, West Virginia, US",US,West Virginia,Mineral,39.41561583,-78.94104895,26868
"Mingo, West Virginia, US",US,West Virginia,Mingo,37.73048351,-82.13338365,23424
"Monongalia, West Virginia, US",US,West Virginia,Monongalia,39.63218457,-80.04766838,105612
"Monroe, West Virginia, US",US,West Virginia,Monroe,37.56274716,-80.54577965,13275
"Morgan, West Virginia, US",US,West Virginia,Morgan,39.55439028,-78.26311676,17884
"Nicholas, West Virginia, US",US,West Virginia,Nicholas,38.29617706,-80.79759588,24496
"Ohio, West Virginia, US",US,West Virginia,Ohio,40.0955451,-80.62203992,41411
"Pendleton, West Virginia, US",US,West Virginia,Pendleton,38.68314479,-79.35084086,6969
"Pleasants, West Virginia, US",US,West Virginia,Pleasants,39.37091679,-81.16771771,7460
"Pocahontas, West Virginia, US",US,West Virginia,Pocahontas,38.32758728,-80.00993811,8247
"Preston, West Virginia, US",US,West Virginia,Preston,39.46770987,-79.66712803,33432
"Putnam, West Virginia, US",US,West Virginia,Putnam,38.50782345,-81.9082131,56450
"Raleigh, West Virginia, US",US,West Virginia,Raleigh,37.76936795,-81.2456041,73361
"Randolph, West Virginia, US",US,West Virginia,Randolph,38.769899,-79.87919615,28695
"Ritchie, West Virginia, US",US,West Virginia,Ritchie,39.18094587,-81.06356878,9554
"Roane, West Virginia, US",US,West Virginia,Roane,38.71622686,-81.35243568,13688
"Summers, West Virginia, US",US,West Virginia,Summers,37.65390597,-80.86009693,12573
"Taylor, West Virginia, US",US,West Virginia,Taylor,39.33602617,-80.0421439,16695
"Tucker, West Virginia, US",US,West Virginia,Tucker,39.11240885,-79.57053576,6839
"Tyler, West Virginia, US",US,West Virginia,Tyler,39.46811972,-80.88772676,8591
"Upshur, West Virginia, US",US,West Virginia,Upshur,38.89285061,-80.23689136,24176
"Wayne, West Virginia, US",US,West Virginia,Wayne,38.14901357,-82.42287994,39402
"Webster, West Virginia, US",US,West Virginia,Webster,38.49370949,-80.4202023,8114
"Wetzel, West Virginia, US",US,West Virginia,Wetzel,39.6065771,-80.6401654,15065
"Wirt, West Virginia, US",US,West Virginia,Wirt,39.02775007,-81.37473928,5821
"Wood, West Virginia, US",US,West Virginia,Wood,39.20967886,-81.5162836,83518
"Wyoming, West Virginia, US",US,West Virginia,Wyoming,37.612327,-81.54511071,20394
"Adams, Wisconsin, US",US,Wisconsin,Adams,43.96974651,-89.76782777,20220
"Ashland, Wisconsin, US",US,Wisconsin,Ashland,46.31956891,-90.67837132,15562
"Barron, Wisconsin, US",US,Wisconsin,Barron,45.42372701,-91.84833627,45244
"Bayfield, Wisconsin, US",US,Wisconsin,Bayfield,46.52868768,-91.19716729,15036
"Brown, Wisconsin, US",US,Wisconsin,Brown,44.4526553,-88.00411844,264542
"Buffalo, Wisconsin, US",US,Wisconsin,Buffalo,44.37835084,-91.75332578,13031
"Burnett, Wisconsin, US",US,Wisconsin,Burnett,45.86303537,-92.36711412,15414
"Calumet, Wisconsin, US",US,Wisconsin,Calumet,44.0816316,-88.21780273,50089
"Chippewa, Wisconsin, US",US,Wisconsin,Chippewa,45.06939744,-91.28068855,64658
"Clark, Wisconsin, US",US,Wisconsin,Clark,44.73483377,-90.61207486,34774
"Columbia, Wisconsin, US",US,Wisconsin,Columbia,43.46492199,-89.33589004,57532
"Crawford, Wisconsin, US",US,Wisconsin,Crawford,43.23870316,-90.93073686,16131
"Dane, Wisconsin, US",US,Wisconsin,Dane,43.06601594,-89.41733797,546695
"Dodge, Wisconsin, US",US,Wisconsin,Dodge,43.41576662,-88.70928178,87839
"Door, Wisconsin, US",US,Wisconsin,Door,44.95856458,-87.30002707,27668
"Douglas, Wisconsin, US",US,Wisconsin,Douglas,46.43222285,-91.91595768,43150
"Dunn, Wisconsin, US",US,Wisconsin,Dunn,44.94562799,-91.8962481,45368
"Eau Claire, Wisconsin, US",US,Wisconsin,Eau Claire,44.726614,-91.28609183,104646
"Florence, Wisconsin, US",US,Wisconsin,Florence,45.84963535,-88.39804137,4295
"Fond du Lac, Wisconsin, US",US,Wisconsin,Fond du Lac,43.75354908,-88.48885325,103403
"Forest, Wisconsin, US",US,Wisconsin,Forest,45.66678019,-88.77084892,9004
"Grant, Wisconsin, US",US,Wisconsin,Grant,42.8671731,-90.7063218,51439
"Green, Wisconsin, US",US,Wisconsin,Green,42.6794956,-89.60243287,36960
"Green Lake, Wisconsin, US",US,Wisconsin,Green Lake,43.80025981,-89.04679553,18913
"Iowa, Wisconsin, US",US,Wisconsin,Iowa,43.00050278,-90.13469017,23678
"Iron, Wisconsin, US",US,Wisconsin,Iron,46.26302338,-90.24295041,5687
"Jackson, Wisconsin, US",US,Wisconsin,Jackson,44.31864893,-90.80566792,20643
"Jefferson, Wisconsin, US",US,Wisconsin,Jefferson,43.02054068,-88.77529134,84769
"Juneau, Wisconsin, US",US,Wisconsin,Juneau,43.92456975,-90.11120239,26687
"Kenosha, Wisconsin, US",US,Wisconsin,Kenosha,42.57639354,-88.04051686,169561
